Match_Name, Venue,City,Country,Batting_team,Name ,Full_Name,Runs,Balls_faced,Minutes,Fours,Sixes,Strike_rate
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,BKG Mendis,Kusal Mendis,6,6,8,0,0,100
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,DM de Silva,Dhananjaya de Silva,12,11,25,1,0,109.09
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,MD Gunathilaka,Danushka Gunathilaka,0,1,2,0,0,0
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PBB Rajapaksa,Bhanuka Rajapaksa,20,21,39,2,0,95.23
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,MD Shanaka,Dasun Shanaka,29,23,37,2,1,126.08
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PWH de Silva,Wanindu Hasaranga de Silva,4,8,9,0,0,50
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,C Karunaratne,Chamika Karunaratne,5,8,15,0,0,62.5
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,Pramod Madushan,Pramod Madushan,0,0,4,0,0,-
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,PVD Chameera,Dushmantha Chameera,8,15,20,0,0,53.33
NAM v SL,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia,SL,M Theekshana,Maheesh Theekshana,11,11,14,0,1,100
